date,close,return_1m,return_3m,return_6m,return_12m,volatility_60d,pct_from_52w_high
2014-01-01,734.9534301757812,,,,,,
2014-01-02,722.2061767578125,,,,,,
2014-01-03,718.107421875,,,,,,
2014-01-06,738.3964233398438,,,,,,
2014-01-07,729.2152099609375,,,,,,
2014-01-08,739.6260986328125,,,,,,
2014-01-09,754.7095947265625,,,,,,
2014-01-10,741.5524291992188,,,,,,
2014-01-13,755.324462890625,,,,,,
2014-01-14,741.2245483398438,,,,,,
2014-01-15,758.9312744140625,,,,,,
2014-01-16,750.6516723632812,,,,,,
2014-01-17,757.9066162109375,,,,,,
2014-01-20,755.611328125,,,,,,
2014-01-21,760.1199951171875,,,,,,
2014-01-22,762.3333129882812,,,,,,
2014-01-23,768.0716552734375,,,,,,
2014-01-24,767.538818359375,,,,,,
2014-01-27,762.8660278320312,,,,,,
2014-01-28,762.7431640625,,,,,,
2014-01-29,762.6611938476562,,,,,,
2014-01-30,763.1530151367188,0.038369213344841224,,,,,
2014-01-31,759.4641723632812,0.051589140060710026,,,,,
2014-02-03,763.7268676757812,0.06352732810039408,,,,,
2014-02-04,762.3743286132812,0.032472943415655875,,,,,
2014-02-05,767.456787109375,0.05244210025526752,,,,,
2014-02-06,778.7693481445312,0.052923023652186485,,,,,
2014-02-07,786.1882934570312,0.04170968403001907,,,,,
2014-02-10,781.2696533203125,0.053559563096547746,,,,,
2014-02-11,778.8923950195312,0.031202394847257953,,,,,
2014-02-12,783.1550903320312,0.05656928401265349,,,,,
2014-02-13,785.20458984375,0.03461883350369499,,,,,
2014-02-14,783.1961059570312,0.04335490719855484,,,,,
2014-02-17,782.9091796875,0.03298897640128784,,,,,
2014-02-18,782.0485229492188,0.034987822231068,,,,,
2014-02-19,783.1550903320312,0.030304551074587183,,,,,
2014-02-20,779.5482788085938,0.02258194090040666,,,,,
2014-02-21,779.8761596679688,0.015369014483848975,,,,,
2014-02-24,777.0888671875,0.012442431053244052,,,,,
2014-02-25,775.24462890625,0.016226441632742672,,,,,
2014-02-26,773.8508911132812,0.014562866734353364,,,,,
2014-02-28,774.2607421875,0.01520930713849955,,,,,
2014-03-03,786.5161743164062,0.030613990531770385,,,,,
2014-03-04,790.90185546875,0.04139455717528029,,,,,
2014-03-05,784.9586791992188,0.02780026789950618,,,,,
