date,close,return_1m,return_3m,return_6m,return_12m,volatility_60d,pct_from_52w_high
2014-01-01,180.18238830566406,,,,,,
2014-01-02,177.82801818847656,,,,,,
2014-01-03,180.7825469970703,,,,,,
2014-01-06,180.8287353515625,,,,,,
2014-01-07,178.47430419921875,,,,,,
2014-01-08,175.79672241210938,,,,,,
2014-01-09,174.04244995117188,,,,,,
2014-01-10,175.38125610351562,,,,,,
2014-01-13,173.580810546875,,,,,,
2014-01-14,175.24273681640625,,,,,,
2014-01-15,172.88832092285156,,,,,,
2014-01-16,175.33506774902344,,,,,,
2014-01-17,173.580810546875,,,,,,
2014-01-20,173.25762939453125,,,,,,
2014-01-21,168.8719482421875,,,,,,
2014-01-22,167.8101806640625,,,,,,
2014-01-23,167.9486541748047,,,,,,
2014-01-24,165.04025268554688,,,,,,
2014-01-27,167.16383361816406,,,,,,
2014-01-28,165.73272705078125,,,,,,
2014-01-29,159.22344970703125,,,,,,
2014-01-30,153.9606170654297,-0.1455290469107967,,,,,
2014-01-31,155.62257385253906,-0.12487033574429407,,,,,
2014-02-03,150.40589904785156,-0.16802865350553464,,,,,
2014-02-04,145.46627807617188,-0.19555773150013944,,,,,
2014-02-05,147.635986328125,-0.17278855916799674,,,,,
2014-02-06,149.62112426757812,-0.1488969634096443,,,,,
2014-02-07,149.9442596435547,-0.13846156678659727,,,,,
2014-02-10,147.49754333496094,-0.15898912682035315,,,,,
2014-02-11,149.75962829589844,-0.1372339613804472,,,,,
2014-02-12,146.52804565429688,-0.16385666923355824,,,,,
2014-02-13,146.8050537109375,-0.15086772242731927,,,,,
2014-02-14,145.9740753173828,-0.16745647524241003,,,,,
2014-02-17,142.78866577148438,-0.17739371465301057,,,,,
2014-02-18,143.01950073242188,-0.17452696754411334,,,,,
2014-02-19,143.38885498046875,-0.150901872850855,,,,,
2014-02-20,144.91229248046875,-0.1364511264631364,,,,,
2014-02-21,149.11329650878906,-0.11214950044441185,,,,,
2014-02-24,150.08277893066406,-0.09062924657163163,,,,,
2014-02-25,150.03660583496094,-0.10245773510031586,,,,,
2014-02-26,152.06787109375,-0.08245116218261639,,,,,
2014-02-28,155.53024291992188,-0.023195118519946822,,,,,
2014-03-03,161.53170776367188,0.04917550242751134,,,,,
2014-03-04,168.59498596191406,0.08335816448882971,,,,,
2014-03-05,172.8421630859375,0.14917143662661703,,,,,
2014-03-06,188.6768035888672,0.2970484024487694,,,,,
2014-03-07,201.37220764160156,0.363977798705841,,,,,
2014-03-10,196.57102966308594,0.3137919570203467,,,,,
2014-03-11,198.602294921875,0.3245074896097355,,,,,
2014-03-12,199.01780700683594,0.3492957408441344,,,,,
2014-03-13,200.54124450683594,0.3390874883223003,,,,,
2014-03-14,196.9865264892578,0.3443605666727274,,,,,
2014-03-18,191.67752075195312,0.3056602338048289,,,,,
2014-03-19,193.616455078125,0.326375622912193,,,,,
2014-03-20,193.33944702148438,0.35402516703181663,,,,,
2014-03-21,196.15554809570312,0.3715300856957582,,,,,
2014-03-24,204.23440551757812,0.42433946868044425,,,,,
2014-03-25,206.17335510253906,0.422745797292021,,,,,
2014-03-26,204.5575714111328,0.37182649837719706,,,,,
