date,close,high,low,open,volume,symbol
2014-01-01,138.9527130126953,139.38370358566277,138.39241502323165,138.90961395539858,1930884,ITC
2014-01-02,135.74179077148438,140.07329191940315,135.46165203501337,138.93115158980197,7046088,ITC
2014-01-03,135.65560913085938,136.19435250851976,133.75922998278924,135.76336190423413,12462028,ITC
2014-01-06,136.04347229003906,136.49601741834297,135.11682738703396,135.7633233544978,8469206,ITC
2014-01-07,136.4960479736328,136.797741378503,134.79360957749293,136.4098396133495,8078735,ITC
2014-01-08,136.56068420410156,137.0563284652929,135.22460323727472,136.84083318751524,7763390,ITC
2014-01-09,136.0219268798828,136.49602668677656,134.7504895050185,136.49602668677656,7959027,ITC
2014-01-10,139.03890991210938,139.8578022381965,135.33235003856018,136.92703563381437,9541138,ITC
2014-01-13,140.26724243164062,140.6335792775674,139.03890399478647,139.4698945456447,6603277,ITC
2014-01-14,139.83621215820312,142.22823482273301,139.57761788220077,140.50425249351082,7859778,ITC
2014-01-15,141.73263549804688,142.01278450795544,138.5001752918584,140.11640539495264,9189578,ITC
2014-01-16,140.2887725830078,142.61614181038362,139.49143502262987,141.7972598469545,4928354,ITC
2014-01-17,140.00865173339844,141.36628747007134,138.99581871619247,140.50429603831364,11712237,ITC
2014-01-20,142.314453125,142.44375028136284,139.25438969059869,139.85778666489665,8938669,ITC
2014-01-21,141.81878662109375,143.2410653622248,141.58173674937086,142.33598540988885,7243659,ITC
2014-01-22,141.08612060546875,141.68951760471253,139.1250982859855,141.58176484765303,11806241,ITC
2014-01-23,141.7757110595703,142.22825623299974,140.2025802768406,140.65512545027002,6535486,ITC
2014-01-24,139.75003051757812,142.40064777014106,139.38368346114677,141.3231612486863,5324998,ITC
2014-01-27,139.72850036621094,140.28878808732068,137.33647717611322,138.13381482461062,9599991,ITC
2014-01-28,140.78443908691406,141.34473707945094,137.44422627197446,139.70695240397947,13619641,ITC
2014-01-29,140.07327270507812,141.58174967461937,139.7284803108068,141.06456108321234,9476826,ITC
2014-01-30,139.90090942382812,140.37499907749503,137.05634076800715,138.5863727444783,15933336,ITC
2014-01-31,140.1164093017578,140.37500366675758,138.82342723215206,140.03021118009121,9742894,ITC
2014-02-03,138.047607421875,139.96553062810463,137.78901310646077,139.0604402795499,6870129,ITC
2014-02-04,140.03018188476562,140.3965289475096,136.1512262428471,137.27181183468505,13377546,ITC
2014-02-05,137.46578979492188,139.9655557823881,136.8408482980553,138.9958218030039,9475363,ITC
2014-02-06,139.87933349609375,140.2025815149128,136.4098238840319,137.91831122365244,12047787,ITC
2014-02-07,139.4052734375,140.93530550527962,138.00453855570933,140.93530550527962,12389542,ITC
2014-02-10,140.07327270507812,140.22412449987388,138.34929024451324,139.017330630716,7082805,ITC
2014-02-11,140.1164093017578,140.61205362364413,139.0173678835985,139.68541869342482,7869507,ITC
2014-02-12,138.15536499023438,140.93527958932808,137.48731428522578,140.2887835336576,9472266,ITC
2014-02-13,136.5822296142578,139.21129231449726,135.87107987879332,138.22000385917627,4303860,ITC
2014-02-14,137.83212280273438,138.0476180822206,135.6340504627635,137.09942860787552,6031797,ITC
2014-02-17,137.96141052246094,138.88804528309615,136.86236930543797,138.34930199897232,5141648,ITC
2014-02-18,136.5822296142578,138.58635092891728,136.25898159715666,137.91831049069745,6074237,ITC
2014-02-19,136.4744873046875,137.42267677993317,136.23743737472466,136.97013157027942,3359398,ITC
2014-02-20,134.40570068359375,136.60377283845048,134.2117498260872,136.19432671960598,7077222,ITC
2014-02-21,136.88392639160156,136.99166890358185,134.72895321673425,135.11684470015254,7146272,ITC
2014-02-24,137.93988037109375,138.13383126609656,136.19435304988852,136.19435304988852,4309197,ITC
2014-02-25,138.75875854492188,138.95270942004558,137.5304200768146,137.5304200768146,5560257,ITC
2014-02-26,141.68951416015625,142.1636037415612,138.9957977452068,139.12509490377178,12391503,ITC
2014-02-28,141.2154083251953,143.09024265612254,140.05172370302225,140.05172370302225,12367281,ITC
2014-03-03,141.88348388671875,142.6377225342756,140.52584817435263,141.2800868219095,9759053,ITC
2014-03-04,142.9394073486328,143.9522505314036,141.45247454992648,142.40066402640323,9650893,ITC
2014-03-05,143.65054321289062,143.93069219197477,141.99121423273849,142.98250273980136,6304100,ITC
2014-03-06,144.18930053710938,144.44790513618895,142.37912981119072,143.39196282184722,5899637,ITC
2014-03-07,145.74085998535156,146.27960324571245,142.6592419795403,143.1333417856364,20820893,ITC
2014-03-10,144.64183044433594,145.67621799716588,144.05998808615695,144.8142266623734,9347006,ITC
2014-03-11,143.95225524902344,144.94353356937498,141.71107353006292,144.55564205271568,9354714,ITC
2014-03-12,146.96920776367188,147.8311991447203,144.05999581666356,144.08155046737755,10726780,ITC
2014-03-13,148.00360107421875,149.4689895518406,147.09852084608355,147.12006525302175,6257265,ITC
2014-03-14,149.64137268066406,150.0508188226942,146.53821000786107,147.4433004013376,6897445,ITC
2014-03-18,153.39105224609375,153.8651419122552,149.83534389375927,150.84817693922574,13749124,ITC
2014-03-19,155.02880859375,155.1581057602527,153.24018242355436,153.4341332956112,8840284,ITC
2014-03-20,153.34796142578125,154.53319077717728,151.83947373590362,154.53319077717728,11469950,ITC
2014-03-21,154.1667938232422,154.59779455739343,151.94717743516773,153.64960523578546,11193774,ITC
2014-03-24,155.43824768066406,156.5803879664508,153.1539773536957,153.45567072849394,10948547,ITC
2014-03-25,156.3648681640625,157.31305749995065,154.59779688570185,154.7270940345133,9008127,ITC
2014-03-26,154.7486572265625,156.6881351834336,152.46438683099626,156.45108525952796,15149289,ITC
2014-03-27,155.114990234375,156.32177390486734,153.45566140687245,154.72709877605388,26459965,ITC
2014-03-28,154.4900665283203,155.80460309864756,152.57214317609592,155.80460309864756,9733769,ITC
2014-03-31,152.0764923095703,155.58910106495895,150.69730209303904,154.79175319944378,12461507,ITC
2014-04-01,151.6885986328125,152.39974842812742,149.05953571131084,152.35664937186039,10255405,ITC
2014-04-02,148.41305541992188,152.14116003996483,146.6890827411328,151.9687637965466,26083709,ITC
2014-04-03,149.08106994628906,149.83531874641346,146.8614533330576,148.52078225304223,10760165,ITC
2014-04-04,148.58544921875,150.33098676615825,147.5295171228826,149.51209437878762,10707643,ITC
2014-04-07,148.8871612548828,149.46900372186147,146.81838576237928,148.58545757229592,11748896,ITC
2014-04-09,149.964599609375,150.63263998564346,147.83117109003675,148.95175659935865,9400948,ITC
2014-04-10,148.19752502441406,150.71884509890702,147.83117797159312,150.07234909456366,11032927,ITC
2014-04-11,148.04672241210938,148.6070205013085,146.6890967432957,147.74502895732942,12132005,ITC
2014-04-15,146.94766235351562,148.2406442939508,145.115937084182,147.70190096505232,7200749,ITC
2014-04-16,149.14573669433594,149.8353318524866,146.94766429320023,146.94766429320023,6787207,ITC
2014-04-17,152.2489013671875,152.46439665525773,148.26220268176718,149.64138277002266,8527505,ITC
2014-04-21,152.31353759765625,153.3048261203072,150.46026796366144,151.88254704198434,6880755,ITC
2014-04-22,151.17140197753906,152.59368100387795,150.43870781507107,152.09803676066815,5147127,ITC
2014-04-23,152.22732543945312,153.00311861268034,150.2232041736045,151.7101368203714,11759510,ITC
2014-04-24,152.22732543945312,152.22732543945312,152.22732543945312,152.22732543945312,0,ITC
2014-04-25,148.025146484375,153.43413433158952,147.61570033204913,152.44284580377018,7124547,ITC
2014-04-28,147.40017700195312,148.88710951071,146.53818580555156,148.88710951071,7566809,ITC
2014-04-29,146.66751098632812,147.7880966824882,145.8917177368002,146.96920437713123,6681067,ITC
2014-04-30,146.8614501953125,148.6716308855679,145.93480520167947,146.66749933718376,6704337,ITC
2014-05-02,146.64593505859375,147.61566872860138,146.5381823198803,147.01227183209207,4510618,ITC
2014-05-05,148.5639190673828,148.90871158163336,146.75373787835215,146.75373787835215,6812515,ITC
2014-05-06,149.964599609375,151.27913595989236,148.82245945342964,149.12415279393065,7776414,ITC
2014-05-07,149.40432739257812,151.02055736118368,148.90868312575486,149.9861697714919,7307541,ITC
2014-05-08,147.46485900878906,149.92153609757335,146.79681847417078,149.55518897496836,8634471,ITC
2014-05-09,148.93026733398438,150.503398558761,147.07698706701012,147.74502769059913,8210979,ITC
2014-05-12,154.791748046875,155.15809511580258,148.69317576655308,148.84402757275998,11539433,ITC
2014-05-13,155.52444458007812,157.24842719760562,154.29610619674443,155.15809750550818,11467467,ITC
2014-05-14,157.59324645996094,159.03708035520606,155.71842195924265,155.71842195924265,10709542,ITC
2014-05-15,158.67071533203125,159.33875581751286,156.94673261526185,157.59322869520176,9930518,ITC
2014-05-16,153.8435516357422,167.01043964552932,151.92562851801947,159.3818359806141,40343155,ITC
2014-05-19,145.71929931640625,155.5890840438664,145.02971452818477,155.15808330662392,25167174,ITC
2014-05-20,146.90455627441406,153.00312882687373,144.18928510915487,147.40020052309126,9597444,ITC
2014-05-21,147.24937438964844,147.78811778674694,145.97794693882878,146.34428384338582,11070806,ITC
2014-05-22,149.03794860839844,149.77064265000257,146.68903518640292,147.83116505108802,10932427,ITC
2014-05-23,147.87429809570312,150.5033712937888,146.83991048810654,150.41717318020622,10369650,ITC
2014-05-26,148.54234313964844,149.89997883698948,146.6028752801397,149.0379874302044,12807080,ITC
2014-05-27,148.17599487304688,149.81376919984544,147.48639975172858,148.69318353058156,7111658,ITC
2014-05-28,147.7665557861328,148.34839817594533,146.79681164004137,148.2622000622402,6491105,ITC
2014-05-29,147.61570739746094,149.9861760686858,146.71061693790455,148.69319408843643,15904432,ITC
2014-05-30,147.29244995117188,148.60698649884836,144.87888237596013,148.60698649884836,11472325,ITC
2014-06-02,145.09437561035156,147.87429023716984,144.55563230678825,147.40020063766048,11280670,ITC
2014-06-03,146.40342712402344,147.32558577995394,145.34953300835983,146.3595153041124,11193101,ITC
2014-06-04,145.32760620117188,146.57910893101283,144.36153556656143,146.00824474055185,15654413,ITC
2014-06-05,146.55712890625,147.50123828669362,143.1539262102476,145.37149928883738,22003710,ITC
2014-06-06,147.85255432128906,148.79666377213294,146.2497570615215,147.10604286288225,16024262,ITC
2014-06-09,148.40145874023438,149.67491210747454,147.23777971697692,148.6868803848295,12511733,ITC
2014-06-10,148.13796997070312,149.27968780559914,146.90842848987666,148.8625307063291,8811973,ITC
2014-06-11,146.35952758789062,149.16991561146568,145.12998608938895,148.8625328462902,17591289,ITC
2014-06-12,146.7108612060547,147.63300968129306,145.41544650080286,146.66694937390048,10194744,ITC
2014-06-13,146.05213928222656,147.91840737098042,145.7227953988466,147.91840737098042,8416552,ITC
2014-06-16,147.63296508789062,148.1599173523739,146.13995280781887,146.7766794006288,10149136,ITC
2014-06-17,147.56712341308594,148.48928217777996,146.82061194875266,147.52321158799575,6098558,ITC
2014-06-18,146.20587158203125,147.89649279591978,145.89847831565012,147.7427961627292,6865546,ITC
2014-06-19,147.65493774414062,147.94036980811208,146.3156115067203,147.040161793879,8788560,ITC
2014-06-20,147.4134521484375,148.5332195374383,146.4034695599355,147.7647572473525,6990450,ITC
2014-06-23,138.30160522460938,147.10601302050642,137.22576051778992,147.10601302050642,33376555,ITC
2014-06-24,140.7387237548828,141.70479404942753,138.32355323741947,138.32355323741947,18077894,ITC
2014-06-25,138.78465270996094,140.38744972626935,138.54313249166833,140.12396838004176,13574151,ITC
2014-06-26,138.87246704101562,139.57505608308338,137.66487646826502,138.3235641330013,13659957,ITC
2014-06-27,140.409423828125,140.93637617064525,138.80662654456785,139.20184341090808,11439941,ITC
2014-06-30,142.7367706298828,143.76871417740045,140.76072806073014,140.78267875440065,22314069,ITC
2014-07-01,142.80264282226562,143.8565370578137,142.27569048559155,143.8565370578137,14962757,ITC
2014-07-02,144.62498474121094,144.99824043446498,142.93436399478907,143.2197960470185,9306027,ITC
2014-07-03,145.5032501220703,146.0741142992404,144.383482899683,144.6908761202209,10115952,ITC
2014-07-04,146.40342712402344,147.14993850030984,144.88845368039455,145.87648528509106,10708319,ITC
2014-07-07,147.01821899414062,147.54516089025367,144.77869506006016,146.4034430108754,17027402,ITC
2014-07-08,147.4573516845703,148.18190208159655,145.56913260074467,146.66693876297862,15803786,ITC
2014-07-09,149.9603271484375,150.61900445088224,147.4134102655877,147.7647152646905,26261085,ITC
2014-07-10,150.2457733154297,153.25377002049052,147.98429855074238,149.54318407799704,42430312,ITC
2014-07-11,151.89248657226562,153.9124515596765,150.61903310745467,151.49728011560734,14437515,ITC
2014-07-14,151.47531127929688,153.38549124774676,149.87251407365736,152.48529365204502,6912659,ITC
2014-07-15,150.3336181640625,152.79270154662194,149.9164505555888,151.7168460431263,5904027,ITC
2014-07-16,151.1459503173828,151.5850685003805,149.30163307319566,150.04814442209016,8598157,ITC
2014-07-17,151.16793823242188,151.93640046079923,150.44338783315746,150.66294697872226,5706924,ITC
2014-07-18,151.10206604003906,152.3755194406396,150.0481717709558,150.6190255129007,6100526,ITC
2014-07-21,153.62701416015625,153.69287667728713,151.10205818447528,151.49726460066017,8177341,ITC
2014-07-22,154.96633911132812,155.38350668291937,153.56115022235795,154.1320144059461,8148776,ITC
2014-07-23,155.2957000732422,155.8885150162904,153.3196467838143,155.2298375450155,8044919,ITC
2014-07-24,156.5251922607422,156.81062429354148,154.79065981188228,155.44934751252708,6278041,ITC
2014-07-25,156.8984832763672,157.7328184350724,154.74678285738045,156.7667477941191,8495970,ITC
2014-07-28,156.8545684814453,157.31564787949085,155.71285055242788,155.99828264413236,4496205,ITC
2014-07-30,157.7547607421875,160.06015765345458,157.16194588469025,158.25975194952218,11848905,ITC
2014-07-31,156.3495635986328,158.08409625392855,155.4493660133729,157.2058493611435,10259935,ITC
2014-08-01,153.49530029296875,157.1839360319094,152.88053462834665,156.3276500658562,9545592,ITC
2014-08-04,155.66891479492188,155.88847389409548,153.38547928791866,155.44935569574827,6475186,ITC
2014-08-05,156.32762145996094,156.854563361785,153.05615395383603,156.32762145996094,4971636,ITC
2014-08-06,151.95835876464844,156.0422005473132,151.10207289399,155.62503295960758,7650927,ITC
2014-08-07,152.0461883544922,153.97832975048374,150.81664667644336,152.090100184501,4920727,ITC
2014-08-08,153.05613708496094,153.47330459682752,150.70682860375413,151.60703657685528,4388250,ITC
2014-08-11,152.6829071044922,154.5052636110284,151.95835672842844,153.91244871808527,5595000,ITC
2014-08-12,152.3974609375,153.5611399210125,150.83857554110762,153.5611399210125,4348476,ITC
2014-08-13,156.8984832763672,157.2058660682794,152.59508243839375,153.47332942451496,10789938,ITC
2014-08-14,156.7008819580078,158.8964943042272,155.88850789497891,156.7008819580078,6878404,ITC
2014-08-18,153.9783172607422,155.888497367887,152.17791150081462,155.71285006209905,7225243,ITC
2014-08-19,153.078125,154.7248342065558,152.52922193114807,154.13201930970774,8052736,ITC
2014-08-20,151.47531127929688,154.13200268094315,151.01423191618142,154.13200268094315,7099498,ITC
2014-08-21,152.00225830078125,152.8146322774491,151.16792319284127,151.47531640385077,6235710,ITC
2014-08-22,150.90443420410156,152.74875149847452,149.98227555691508,152.0461519487613,7123904,ITC
2014-08-25,153.385498046875,153.6928808233108,150.88250313458335,152.24378015374197,4210814,ITC
2014-08-26,154.76870727539062,155.36152202377843,153.49524370681848,153.67090141261335,6166860,ITC
2014-08-27,154.72486877441406,155.84462585738615,154.28573995854407,155.295722665901,7417246,ITC
2014-08-28,156.02020263671875,156.76671397956954,154.50522926094422,154.5711022067598,13099525,ITC
2014-09-01,153.93441772460938,157.20587515060862,153.53920081723138,157.20587515060862,7340711,ITC
2014-09-02,155.75674438476562,156.41543214524833,153.25374968297012,153.91242700565354,7618002,ITC
2014-09-03,153.20985412597656,156.19587918139834,152.94637273113315,156.02023187670298,10204218,ITC
2014-09-04,153.8685302734375,154.944385662691,153.2976765377971,153.51723566688955,9127941,ITC
2014-09-05,154.04417419433594,154.57112653038774,152.96832926650526,153.9563505446273,7591967,ITC
2014-09-08,155.42739868164062,155.88847802101103,153.8026508669443,155.01023116326743,6563491,ITC
2014-09-09,157.29368591308594,157.90846191981967,154.13201354011375,154.13201354011375,6017390,ITC
2014-09-10,154.1539306640625,156.7667098575414,154.02219521369358,156.7667098575414,10499079,ITC
2014-09-11,154.2198486328125,154.98831086988372,153.47333709164556,154.15397566949727,9151782,ITC
2014-09-12,156.17393493652344,157.18391741803003,154.19788180149743,154.21984293439147,8462450,ITC
2014-09-15,154.43936157226562,155.88846195361455,153.69285025445652,155.6469417441237,6591435,ITC
2014-09-16,155.07614135742188,156.02025095450318,153.69290300710617,154.39550274960027,8095323,ITC
2014-09-17,155.7786865234375,157.42539528609464,154.48327229005187,155.2297836025518,9693797,ITC
2014-09-18,157.5132293701172,157.64496482733523,155.0980480077236,155.93238300790327,6594580,ITC
2014-09-19,157.8206329345703,158.4354089205316,155.5371971657999,157.205856948609,8646616,ITC
2014-09-22,162.80465698242188,163.3535599614558,156.9423714962916,157.6449710670627,13115537,ITC
2014-09-23,162.8266143798828,164.6270094296592,161.5092389101552,162.47530938364932,14202136,ITC
2014-09-24,165.6370086669922,166.42743194212628,162.65097330144113,162.73880738783373,10508318,ITC
2014-09-25,165.39549255371094,166.82263200789404,163.48530217506362,165.76873782711604,13621698,ITC
2014-09-26,163.2218475341797,165.30767497375743,161.86057045913316,164.47335026060668,10573858,ITC
2014-09-29,160.76272583007812,163.7487502268174,160.06012632848166,162.7826902640946,3128759,ITC
2014-09-30,162.56312561035156,163.5291960397927,159.40144341521645,160.01621930224206,10195275,ITC
2014-10-01,159.8844757080078,162.47529370200274,159.55513187236323,162.47529370200274,4091374,ITC
2014-10-07,159.2916717529297,160.8944687861966,157.24974609650283,159.26971062476235,10091137,ITC
2014-10-08,160.5870819091797,161.57510301962583,159.07210855211022,159.40144196372674,8661042,ITC
2014-10-09,160.499267578125,161.728819492216,159.7747172829711,160.74078782244283,6208759,ITC
2014-10-10,155.0541229248047,160.41141658238456,154.7247895288312,160.10403387517033,5365779,ITC
2014-10-13,153.93441772460938,154.96635094740472,152.46335576448305,154.96635094740472,5717478,ITC
2014-10-14,152.37551879882812,154.5711309803536,150.83858400908008,153.93440428273522,8105627,ITC
2014-10-15,152.37551879882812,152.37551879882812,152.37551879882812,152.37551879882812,0,ITC
